dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1.350864,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045
1.3061088,2,0,5,17,0,1,1,3,0.72,0.6818,0.7,0.3881
1.3411872,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537
1.32624,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0
1.3351392,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179
1.3273632,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0.0
1.3019616,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925
1.3133664,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239
1.342224,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642
1.3398048,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642
1.3178592,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642
1.3242528,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642
1.3130208,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343
1.3286592,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045
1.2947904,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343
1.30248,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284
1.3304736,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537
1.3074912,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642
1.3187232,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985
1.3297824,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179
1.3048992,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985
1.3531968,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836
1.31328,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194
1.3201056,4,0,11,9,0,2,1,1,0.4,0.4091,0.66,0.1642
1.2944448,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0
1.297728,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478
1.3341888,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836
1.3146624,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045
1.2947904,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881
1.3082688,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239
1.3358304,2,1,5,17,0,2,1,1,0.74,0.6667,0.48,0.0896
1.3251168,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642
1.3077504,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896
1.3455072,3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0.0
1.324512,1,0,12,15,0,4,1,2,0.48,0.4697,0.59,0.0
1.3025664,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836
1.3129344,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343
1.3169088,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896
1.2965184,1,0,2,14,0,2,1,2,0.22,0.2576,0.8,0.0896
1.3450752,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045
1.3015296,2,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537
1.3394592,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194
1.3449888,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194
1.3277952,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0
1.3565664,1,1,12,16,0,4,1,2,0.26,0.2424,0.52,0.2836
1.3083552,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0
1.3099104,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0
1.3130208,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239
1.3027392,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896
1.350432,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0
1.3209696,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194
1.3009248,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239
1.3503456,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896
1.3289184,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836
1.3023072,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343
1.3468032,3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836
1.3356576,2,1,4,15,0,0,0,1,0.56,0.5303,0.37,0.1343
1.3403232,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239
1.297728,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537
1.331424,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836
1.3338432,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537
1.3276224,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582
1.3417056,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045
1.3121568,3,0,8,14,0,1,1,1,0.92,0.8182,0.29,0.194
1.3263264,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642
1.3181184,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0.0
1.3228704,4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343
1.2974688,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642
1.3539744,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985
1.3243392,4,0,12,11,0,2,1,2,0.4,0.4091,0.62,0.1642
1.3498272,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239
1.302912,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284
1.314144,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284
1.3476672,3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179
1.310256,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896
1.3455072,3,1,8,13,0,2,1,1,0.74,0.6515,0.4,0.0
1.3188096,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985
1.2941856,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194
1.3029984,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194
1.2976416,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985
1.3536288,4,1,11,9,0,5,1,1,0.28,0.2879,0.75,0.1045
1.3568256,1,1,12,5,0,0,0,2,0.26,0.2273,0.48,0.2985
1.3106016,3,0,7,22,0,4,1,1,0.64,0.6212,0.57,0.0896
1.3433472,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343
1.340064,2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896
1.3458528,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642
1.3166496,3,0,9,9,0,4,1,2,0.62,0.5455,0.94,0.194
1.3311648,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478
1.3209696,4,0,11,4,1,5,0,1,0.3,0.2879,0.61,0.194
1.3143168,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0.0
1.3217472,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537
1.333584,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194
1.3162176,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239
1.3533696,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343
1.3263264,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194
1.3140576,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239
1.299888,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537
1.2982464,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284
1.3467168,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0
1.3194144,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045
1.3540608,4,1,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045
1.303776,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985
1.3395456,2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0.0
1.2978144,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179
1.3552704,4,1,12,16,0,3,1,2,0.34,0.3333,0.46,0.1343
1.3205376,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642
1.3004928,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284
1.2987648,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343
1.3106016,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836
1.3337568,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194
1.3161312,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239
1.3233888,4,0,12,0,0,5,1,1,0.24,0.2879,0.65,0.0
1.3418784,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343
1.31328,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194
1.2940128,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045
1.348704,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0
1.3014432,2,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836
1.3044672,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284
1.318464,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0.0
1.3441248,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836
1.3321152,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343
1.345248,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896
1.3000608,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045
1.356912,1,1,12,13,0,1,1,2,0.26,0.2576,0.44,0.1642
1.3342752,2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836
1.2996288,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284
1.3176,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642
1.3181184,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045
1.3218336,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0.0
1.3470624,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537
1.3061952,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239
1.326672,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582
1.3271904,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045
1.307232,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642
1.3354848,2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0
1.2940992,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642
1.3423104,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896
1.3080096,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284
1.2997152,1,0,3,11,0,4,1,3,0.4,0.4091,0.0,0.2537
1.3147488,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0
1.316736,4,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.0
1.3161312,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642
1.3390272,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537
1.33056,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537
1.353456,4,1,11,3,0,3,1,1,0.28,0.2879,0.87,0.1045
1.3215744,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642
1.3334112,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896
1.3345344,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478
1.3415328,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045
1.3341888,2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836
1.3563936,1,1,12,18,1,2,0,2,0.32,0.303,0.66,0.2537
1.3307328,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582
1.3133664,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194
1.3299552,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537
1.3277088,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0
1.3554432,4,1,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045
1.3511232,4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0.0
1.3311648,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881
1.3429152,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0
1.3360032,2,1,5,14,0,4,1,1,0.64,0.6061,0.65,0.194
1.3306464,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239
1.3237344,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537
1.31112,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0
1.3339296,2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522
1.3284,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194
1.3113792,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0.0
1.3017888,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343
1.3548384,4,1,12,16,0,5,1,1,0.36,0.3485,0.76,0.1343
1.3163904,3,0,9,19,0,1,1,2,0.56,0.5303,0.68,0.1045
1.3010112,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582
1.3166496,3,0,9,14,0,4,1,2,0.66,0.6061,0.83,0.2239
1.3061088,2,0,5,14,0,1,1,2,0.72,0.6818,0.62,0.5224
1.3565664,1,1,12,20,0,4,1,1,0.24,0.2424,0.6,0.1642
1.2970368,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642
1.3041216,2,0,4,19,0,6,0,1,0.54,0.5152,0.43,0.1343
1.3519872,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642
1.3172544,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896
1.2948768,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194
1.3468032,3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194
1.3203648,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478
1.3328928,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284
1.3039488,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985
1.3209696,4,0,11,2,1,5,0,1,0.32,0.2879,0.57,0.2836
1.297296,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343
1.3447296,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239
1.3468032,3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194
1.3386816,2,1,6,8,0,0,0,1,0.54,0.5152,0.6,0.0896
1.3120704,3,0,7,0,0,0,0,1,0.76,0.697,0.55,0.0896
1.3332384,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343
1.3023936,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642
1.3254624,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284
1.3313376,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985
1.346112,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343
1.3519872,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284
1.3213152,4,0,11,1,0,2,1,1,0.56,0.5303,0.6,0.2985
1.3414464,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194
1.3028256,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0.0
1.3133664,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0
1.3445568,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0.0
1.3202784,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896
1.295136,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985
1.3563072,1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239
1.3157856,3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896
1.2979008,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985
1.3415328,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194
1.2946176,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642
1.3164768,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239
1.2971232,1,0,2,7,0,2,1,1,0.24,0.197,0.65,0.4179
1.3506912,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239
1.34136,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985
1.3108608,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642
1.3067136,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0
1.3453344,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0.0
1.3567392,1,1,12,2,0,6,0,2,0.24,0.2424,0.7,0.0
1.3073184,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343
1.3126752,3,0,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642
1.3097376,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896
1.344816,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045
1.3230432,4,0,12,2,0,1,1,1,0.32,0.3485,0.87,0.0
1.33704,2,1,5,20,0,2,1,3,0.64,0.6061,0.73,0.1343
1.3352256,2,1,4,20,0,2,1,1,0.48,0.4697,0.21,0.3284
1.3161312,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0.0
1.3458528,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045
1.3285728,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642
1.3499136,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343
1.3449888,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194
1.2948768,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239
1.3466304,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0
1.3544928,4,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045
1.3497408,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194
1.3463712,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642
1.3450752,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239
1.3336704,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239
1.3052448,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239
1.3397184,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343
1.3030848,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985
1.3498272,4,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.5821
1.351296,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.194
1.3048128,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343
1.3087872,3,0,6,0,0,4,1,1,0.72,0.697,0.79,0.2239
1.3214016,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0.0
1.3044672,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239
1.3153536,3,0,9,3,0,3,1,3,0.56,0.5303,0.94,0.1343
1.3457664,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0.0
1.311984,3,0,7,6,0,6,0,1,0.72,0.6818,0.7,0.2985
1.315872,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0.0
1.3488768,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537
1.3010976,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642
1.312416,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896
1.3440384,3,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985
1.3519008,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537
1.3356576,2,1,4,18,0,0,0,1,0.6,0.6061,0.26,0.2836
1.3531968,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537
1.323648,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045
1.347408,3,1,9,10,0,3,1,1,0.62,0.6061,0.61,0.1343
1.346976,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537
1.3208832,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045
1.3042944,2,0,5,4,0,1,1,1,0.44,0.4394,0.77,0.1642
1.3205376,4,0,11,14,0,0,0,1,0.46,0.4545,0.55,0.194
1.3479264,3,1,9,3,0,2,1,2,0.62,0.5455,0.94,0.2836
1.3082688,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0
1.3025664,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836
1.2975552,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045
1.3176,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045
1.356912,1,1,12,17,0,1,1,2,0.26,0.2879,0.48,0.0896
1.2953952,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896
1.3353984,2,1,4,10,0,4,1,2,0.46,0.4545,0.94,0.1642
1.3252032,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896
1.336176,2,1,5,19,0,6,0,2,0.62,0.5909,0.73,0.3284
1.3376448,2,1,5,2,0,2,1,2,0.58,0.5455,0.83,0.1045
1.3022208,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239
1.3460256,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537
1.3562208,1,1,12,14,0,0,0,1,0.34,0.303,0.31,0.2985
1.3121568,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642
1.3265856,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881
1.3284864,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045
1.3030848,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537
1.3178592,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896
1.315008,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194
1.3296096,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896
1.3233024,4,0,12,23,0,4,1,1,0.24,0.2576,0.7,0.1045
1.356048,1,1,12,0,0,5,1,3,0.42,0.4242,0.88,0.2985
1.2963456,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,0.194
1.3162176,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194
1.2957408,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239
1.3379904,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343
1.302048,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881
1.3540608,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985
1.3122432,3,0,8,21,0,2,1,1,0.8,0.7424,0.52,0.2239
1.310256,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642
1.3149216,3,0,9,3,0,5,1,2,0.6,0.5606,0.83,0.1642
1.3068864,2,0,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537
1.3341888,2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582
1.3125888,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478
1.3002336,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537
1.310688,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194
1.339632,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642
1.310256,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239
1.3315968,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239
1.3199328,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896
1.3044672,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881
1.2987648,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896
1.3566528,1,1,12,13,0,5,1,2,0.3,0.303,0.49,0.1343
1.3204512,4,0,11,14,0,6,0,1,0.42,0.4242,0.35,0.1343
1.2965184,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0.0
1.3470624,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896
1.3332384,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239
1.3405824,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537
1.331424,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239
1.320624,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0
1.3385088,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537
1.3092192,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239
1.2939264,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194
1.3303008,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478
1.3101696,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239
1.3375584,2,1,5,12,0,1,1,2,0.6,0.5606,0.83,0.2537
1.351296,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537
1.316736,4,0,9,7,0,5,1,3,0.62,0.5455,0.94,0.1343
1.3048992,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642
1.3105152,3,0,7,12,0,3,1,1,0.84,0.7576,0.41,0.2836
1.323648,4,0,12,2,0,1,1,1,0.2,0.2576,0.69,0.0
1.31112,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194
1.3411008,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0.0
1.3479264,3,1,9,6,0,2,1,2,0.64,0.5758,0.89,0.3284
1.3018752,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224
1.321056,4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836
1.3177728,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537
1.3459392,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194
1.3462848,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642
1.3392,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0
1.3325472,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642
1.3378176,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642
1.3522464,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836
1.3213152,4,0,11,0,0,2,1,1,0.56,0.5303,0.64,0.3582
1.3004928,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179
1.3463712,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343
1.3373856,2,1,5,2,0,6,0,1,0.5,0.4848,0.51,0.1045
1.322784,4,0,12,8,0,5,1,1,0.24,0.2879,0.87,0.0
1.3325472,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343
1.296432,1,0,1,17,0,1,1,2,0.16,0.1515,0.59,0.194
1.312848,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239
1.3112064,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343
1.3045536,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537
1.3182048,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0.0
1.2965184,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0.0
1.3006656,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179
1.333152,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194
1.3325472,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239
1.2991104,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343
1.3529376,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194
1.3424832,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194
1.3112064,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836
1.3475808,3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343
